"vac","type","date","hour","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class"
"Building 17","Dist_Heating",2013-01-01,0,146,1,3,1,1,1,"EFHF",0.0209559351227214,145,"High"
"Building 17","Dist_Heating",2013-01-01,1,147,1,3,1,1,1,"EFHF",0.0210994689249318,145,"High"
"Building 17","Dist_Heating",2013-01-01,2,146,1,3,1,1,1,"EFHF",0.0209559351227214,145,"High"
"Building 17","Dist_Heating",2013-01-01,3,149,1,3,1,1,1,"EFHF",0.0213865365293527,145,"High"
"Building 17","Dist_Heating",2013-01-01,4,147,1,3,1,1,1,"EFHF",0.0210994689249318,145,"High"
"Building 17","Dist_Heating",2013-01-01,5,146,1,3,1,0,1,"EFHF",0.0209559351227214,145,"High"
"Building 17","Dist_Heating",2013-01-01,6,144,1,3,1,0,1,"EFHF",0.0206688675183006,145,"Low"
"Building 17","Dist_Heating",2013-01-01,7,142,1,3,1,0,1,"EFHF",0.0203817999138797,145,"Low"
"Building 17","Dist_Heating",2013-01-01,8,142,1,3,1,0,1,"EFHF",0.0203817999138797,145,"Low"
"Building 17","Dist_Heating",2013-01-01,9,142,1,3,1,0,1,"EFHF",0.0203817999138797,145,"Low"
"Building 17","Dist_Heating",2013-01-01,10,142,1,3,1,0,1,"EFHF",0.0203817999138797,145,"Low"
"Building 17","Dist_Heating",2013-01-01,11,140,1,3,1,0,1,"EFHF",0.0200947323094589,145,"Low"
"Building 17","Dist_Heating",2013-01-01,12,142,1,3,1,0,1,"EFHF",0.0203817999138797,145,"Low"
"Building 17","Dist_Heating",2013-01-01,13,141,1,3,1,0,1,"EFHF",0.0202382661116693,145,"Low"
"Building 17","Dist_Heating",2013-01-01,14,142,1,3,1,0,1,"EFHF",0.0203817999138797,145,"Low"
"Building 17","Dist_Heating",2013-01-01,15,141,1,3,1,0,1,"EFHF",0.0202382661116693,145,"Low"
"Building 17","Dist_Heating",2013-01-01,16,141,1,3,1,0,1,"EFHF",0.0202382661116693,145,"Low"
"Building 17","Dist_Heating",2013-01-01,17,140,1,3,1,0,1,"EFHF",0.0200947323094589,145,"Low"
"Building 17","Dist_Heating",2013-01-01,18,143,1,3,1,0,1,"EFHF",0.0205253337160901,145,"Low"
"Building 17","Dist_Heating",2013-01-01,19,140,1,3,1,0,1,"EFHF",0.0200947323094589,145,"Low"
"Building 17","Dist_Heating",2013-01-01,20,143,1,3,1,0,1,"EFHF",0.0205253337160901,145,"Low"
"Building 17","Dist_Heating",2013-01-01,21,140,1,3,1,0,1,"EFHF",0.0200947323094589,145,"Low"
"Building 17","Dist_Heating",2013-01-01,22,143,1,3,1,1,1,"EFHF",0.0205253337160901,145,"Low"
"Building 17","Dist_Heating",2013-01-01,23,141,1,3,1,1,1,"EFHF",0.0202382661116693,145,"Low"
"Building 17","Dist_Heating",2013-01-02,0,144,1,4,1,1,0,"EFHF",0.0206688675183006,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,1,143,1,4,1,1,0,"EFHF",0.0205253337160901,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,2,143,1,4,1,1,0,"EFHF",0.0205253337160901,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,3,143,1,4,1,1,0,"EFHF",0.0205253337160901,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,4,144,1,4,1,1,0,"EFHF",0.0206688675183006,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,5,143,1,4,1,0,0,"EFHF",0.0205253337160901,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,6,188,1,4,1,0,0,"EFHF",0.0269843548155591,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,7,196,1,4,1,0,0,"EFHF",0.0281326252332424,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,8,195,1,4,1,0,0,"EFHF",0.027989091431032,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,9,195,1,4,1,0,0,"EFHF",0.027989091431032,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,10,188,1,4,1,0,0,"EFHF",0.0269843548155591,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,11,191,1,4,1,0,0,"EFHF",0.0274149562221903,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,12,188,1,4,1,0,0,"EFHF",0.0269843548155591,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,13,189,1,4,1,0,0,"EFHF",0.0271278886177695,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,14,177,1,4,1,0,0,"EFHF",0.0254054829912444,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,15,190,1,4,1,0,0,"EFHF",0.0272714224199799,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,16,187,1,4,1,0,0,"EFHF",0.0268408210133486,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,17,180,1,4,1,0,0,"EFHF",0.0258360843978757,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,18,182,1,4,1,0,0,"EFHF",0.0261231520022965,140.75,"High"
"Building 17","Dist_Heating",2013-01-02,19,139,1,4,1,0,0,"EFHF",0.0199511985072485,140.75,"Low"
"Building 17","Dist_Heating",2013-01-02,20,133,1,4,1,0,0,"EFHF",0.0190899956939859,140.75,"Low"
"Building 17","Dist_Heating",2013-01-02,21,131,1,4,1,0,0,"EFHF",0.0188029280895651,140.75,"Low"
"Building 17","Dist_Heating",2013-01-02,22,133,1,4,1,1,0,"EFHF",0.0190899956939859,140.75,"Low"
"Building 17","Dist_Heating",2013-01-02,23,133,1,4,1,1,0,"EFHF",0.0190899956939859,140.75,"Low"
"Building 17","Dist_Heating",2013-01-03,0,136,1,5,1,1,0,"EFHF",0.0195205971006172,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,1,135,1,5,1,1,0,"EFHF",0.0193770632984068,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,2,135,1,5,1,1,0,"EFHF",0.0193770632984068,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,3,136,1,5,1,1,0,"EFHF",0.0195205971006172,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,4,136,1,5,1,1,0,"EFHF",0.0195205971006172,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,5,136,1,5,1,0,0,"EFHF",0.0195205971006172,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,6,182,1,5,1,0,0,"EFHF",0.0261231520022965,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,7,207,1,5,1,0,0,"EFHF",0.0297114970575571,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,8,205,1,5,1,0,0,"EFHF",0.0294244294531362,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,9,207,1,5,1,0,0,"EFHF",0.0297114970575571,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,10,198,1,5,1,0,0,"EFHF",0.0284196928376633,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,11,195,1,5,1,0,0,"EFHF",0.027989091431032,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,12,193,1,5,1,0,0,"EFHF",0.0277020238266112,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,13,193,1,5,1,0,0,"EFHF",0.0277020238266112,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,14,191,1,5,1,0,0,"EFHF",0.0274149562221903,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,15,193,1,5,1,0,0,"EFHF",0.0277020238266112,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,16,194,1,5,1,0,0,"EFHF",0.0278455576288216,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,17,185,1,5,1,0,0,"EFHF",0.0265537534089278,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,18,189,1,5,1,0,0,"EFHF",0.0271278886177695,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,19,143,1,5,1,0,0,"EFHF",0.0205253337160901,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,20,137,1,5,1,0,0,"EFHF",0.0196641309028276,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,21,135,1,5,1,0,0,"EFHF",0.0193770632984068,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,22,135,1,5,1,1,0,"EFHF",0.0193770632984068,134.75,"High"
"Building 17","Dist_Heating",2013-01-03,23,133,1,5,1,1,0,"EFHF",0.0190899956939859,134.75,"Low"
"Building 17","Dist_Heating",2013-01-04,0,133,1,6,0,1,0,"EFHF",0.0190899956939859,132.75,"High"
