"vac","type","date","hour","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class"
"Building 31","elect",2013-01-01,0,172,1,3,1,1,1,"EFHF",0.00989472473105908,170,"High"
"Building 31","elect",2013-01-01,1,173,1,3,1,1,1,"EFHF",0.0099522522004257,170,"High"
"Building 31","elect",2013-01-01,2,173,1,3,1,1,1,"EFHF",0.0099522522004257,170,"High"
"Building 31","elect",2013-01-01,3,174,1,3,1,1,1,"EFHF",0.0100097796697923,170,"High"
"Building 31","elect",2013-01-01,4,174,1,3,1,1,1,"EFHF",0.0100097796697923,170,"High"
"Building 31","elect",2013-01-01,5,174,1,3,1,0,1,"EFHF",0.0100097796697923,170,"High"
"Building 31","elect",2013-01-01,6,213,1,3,1,0,1,"EFHF",0.0122533509750906,170,"High"
"Building 31","elect",2013-01-01,7,241,1,3,1,0,1,"EFHF",0.013864120117356,170,"High"
"Building 31","elect",2013-01-01,8,243,1,3,1,0,1,"EFHF",0.0139791750560893,170,"High"
"Building 31","elect",2013-01-01,9,242,1,3,1,0,1,"EFHF",0.0139216475867227,170,"High"
"Building 31","elect",2013-01-01,10,240,1,3,1,0,1,"EFHF",0.0138065926479894,170,"High"
"Building 31","elect",2013-01-01,11,240,1,3,1,0,1,"EFHF",0.0138065926479894,170,"High"
"Building 31","elect",2013-01-01,12,239,1,3,1,0,1,"EFHF",0.0137490651786228,170,"High"
"Building 31","elect",2013-01-01,13,237,1,3,1,0,1,"EFHF",0.0136340102398895,170,"High"
"Building 31","elect",2013-01-01,14,239,1,3,1,0,1,"EFHF",0.0137490651786228,170,"High"
"Building 31","elect",2013-01-01,15,247,1,3,1,0,1,"EFHF",0.0142092849335558,170,"High"
"Building 31","elect",2013-01-01,16,249,1,3,1,0,1,"EFHF",0.014324339872289,170,"High"
"Building 31","elect",2013-01-01,17,246,1,3,1,0,1,"EFHF",0.0141517574641891,170,"High"
"Building 31","elect",2013-01-01,18,215,1,3,1,0,1,"EFHF",0.0123684059138239,170,"High"
"Building 31","elect",2013-01-01,19,193,1,3,1,0,1,"EFHF",0.0111028015877582,170,"High"
"Building 31","elect",2013-01-01,20,179,1,3,1,0,1,"EFHF",0.0102974170166254,170,"High"
"Building 31","elect",2013-01-01,21,165,1,3,1,0,1,"EFHF",0.00949203244549272,170,"Low"
"Building 31","elect",2013-01-01,22,162,1,3,1,1,1,"EFHF",0.00931945003739285,170,"Low"
"Building 31","elect",2013-01-01,23,162,1,3,1,1,1,"EFHF",0.00931945003739285,170,"Low"
"Building 31","elect",2013-01-02,0,161,1,4,1,1,0,"EFHF",0.00926192256802623,166.25,"Low"
"Building 31","elect",2013-01-02,1,161,1,4,1,1,0,"EFHF",0.00926192256802623,166.25,"Low"
"Building 31","elect",2013-01-02,2,161,1,4,1,1,0,"EFHF",0.00926192256802623,166.25,"Low"
"Building 31","elect",2013-01-02,3,160,1,4,1,1,0,"EFHF",0.00920439509865961,166.25,"Low"
"Building 31","elect",2013-01-02,4,159,1,4,1,1,0,"EFHF",0.00914686762929299,166.25,"Low"
"Building 31","elect",2013-01-02,5,162,1,4,1,0,0,"EFHF",0.00931945003739285,166.25,"Low"
"Building 31","elect",2013-01-02,6,219,1,4,1,0,0,"EFHF",0.0125985157912903,166.25,"High"
"Building 31","elect",2013-01-02,7,272,1,4,1,0,0,"EFHF",0.0156474716677213,166.25,"High"
"Building 31","elect",2013-01-02,8,313,1,4,1,0,0,"EFHF",0.0180060979117529,166.25,"High"
"Building 31","elect",2013-01-02,9,320,1,4,1,0,0,"EFHF",0.0184087901973192,166.25,"High"
"Building 31","elect",2013-01-02,10,338,1,4,1,0,0,"EFHF",0.0194442846459184,166.25,"High"
"Building 31","elect",2013-01-02,11,362,1,4,1,0,0,"EFHF",0.0208249439107174,166.25,"High"
"Building 31","elect",2013-01-02,12,372,1,4,1,0,0,"EFHF",0.0214002186043836,166.25,"High"
