"vac","type","date","hour","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class"
"Building 18","Dist_Heating",2013-01-01,0,23,1,3,1,1,1,"EFHF",0.0225711481844946,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,1,22,1,3,1,1,1,"EFHF",0.0215897939156035,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,2,23,1,3,1,1,1,"EFHF",0.0225711481844946,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,3,22,1,3,1,1,1,"EFHF",0.0215897939156035,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,4,21,1,3,1,1,1,"EFHF",0.0206084396467125,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,5,32,1,3,1,0,1,"EFHF",0.0314033366045142,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,6,36,1,3,1,0,1,"EFHF",0.0353287536800785,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,7,36,1,3,1,0,1,"EFHF",0.0353287536800785,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,8,35,1,3,1,0,1,"EFHF",0.0343473994111874,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,9,36,1,3,1,0,1,"EFHF",0.0353287536800785,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,10,35,1,3,1,0,1,"EFHF",0.0343473994111874,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,11,35,1,3,1,0,1,"EFHF",0.0343473994111874,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,12,35,1,3,1,0,1,"EFHF",0.0343473994111874,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,13,36,1,3,1,0,1,"EFHF",0.0353287536800785,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,14,35,1,3,1,0,1,"EFHF",0.0343473994111874,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,15,35,1,3,1,0,1,"EFHF",0.0343473994111874,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,16,35,1,3,1,0,1,"EFHF",0.0343473994111874,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,17,26,1,3,1,0,1,"EFHF",0.0255152109911678,22.25,"High"
"Building 18","Dist_Heating",2013-01-01,18,21,1,3,1,0,1,"EFHF",0.0206084396467125,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,19,20,1,3,1,0,1,"EFHF",0.0196270853778214,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,20,21,1,3,1,0,1,"EFHF",0.0206084396467125,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,21,21,1,3,1,0,1,"EFHF",0.0206084396467125,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,22,21,1,3,1,1,1,"EFHF",0.0206084396467125,22.25,"Low"
"Building 18","Dist_Heating",2013-01-01,23,21,1,3,1,1,1,"EFHF",0.0206084396467125,22.25,"Low"
"Building 18","Dist_Heating",2013-01-02,0,21,1,4,1,1,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,1,21,1,4,1,1,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,2,21,1,4,1,1,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,3,21,1,4,1,1,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,4,21,1,4,1,1,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,5,32,1,4,1,0,0,"EFHF",0.0314033366045142,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,6,37,1,4,1,0,0,"EFHF",0.0363101079489696,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,7,35,1,4,1,0,0,"EFHF",0.0343473994111874,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,8,36,1,4,1,0,0,"EFHF",0.0353287536800785,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,9,36,1,4,1,0,0,"EFHF",0.0353287536800785,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,10,34,1,4,1,0,0,"EFHF",0.0333660451422964,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,11,35,1,4,1,0,0,"EFHF",0.0343473994111874,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,12,34,1,4,1,0,0,"EFHF",0.0333660451422964,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,13,33,1,4,1,0,0,"EFHF",0.0323846908734053,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,14,35,1,4,1,0,0,"EFHF",0.0343473994111874,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,15,35,1,4,1,0,0,"EFHF",0.0343473994111874,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,16,35,1,4,1,0,0,"EFHF",0.0343473994111874,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,17,26,1,4,1,0,0,"EFHF",0.0255152109911678,21.25,"High"
"Building 18","Dist_Heating",2013-01-02,18,21,1,4,1,0,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,19,20,1,4,1,0,0,"EFHF",0.0196270853778214,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,20,21,1,4,1,0,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,21,21,1,4,1,0,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,22,21,1,4,1,1,0,"EFHF",0.0206084396467125,21.25,"Low"
"Building 18","Dist_Heating",2013-01-02,23,22,1,4,1,1,0,"EFHF",0.0215897939156035,21.25,"High"
"Building 18","Dist_Heating",2013-01-03,0,21,1,5,1,1,0,"EFHF",0.0206084396467125,21,"Low"
"Building 18","Dist_Heating",2013-01-03,1,22,1,5,1,1,0,"EFHF",0.0215897939156035,21,"High"
"Building 18","Dist_Heating",2013-01-03,2,21,1,5,1,1,0,"EFHF",0.0206084396467125,21,"Low"
"Building 18","Dist_Heating",2013-01-03,3,22,1,5,1,1,0,"EFHF",0.0215897939156035,21,"High"
"Building 18","Dist_Heating",2013-01-03,4,22,1,5,1,1,0,"EFHF",0.0215897939156035,21,"High"
"Building 18","Dist_Heating",2013-01-03,5,33,1,5,1,0,0,"EFHF",0.0323846908734053,21,"High"
"Building 18","Dist_Heating",2013-01-03,6,39,1,5,1,0,0,"EFHF",0.0382728164867517,21,"High"
"Building 18","Dist_Heating",2013-01-03,7,38,1,5,1,0,0,"EFHF",0.0372914622178607,21,"High"
"Building 18","Dist_Heating",2013-01-03,8,38,1,5,1,0,0,"EFHF",0.0372914622178607,21,"High"
"Building 18","Dist_Heating",2013-01-03,9,37,1,5,1,0,0,"EFHF",0.0363101079489696,21,"High"
"Building 18","Dist_Heating",2013-01-03,10,37,1,5,1,0,0,"EFHF",0.0363101079489696,21,"High"
"Building 18","Dist_Heating",2013-01-03,11,36,1,5,1,0,0,"EFHF",0.0353287536800785,21,"High"
"Building 18","Dist_Heating",2013-01-03,12,36,1,5,1,0,0,"EFHF",0.0353287536800785,21,"High"
"Building 18","Dist_Heating",2013-01-03,13,37,1,5,1,0,0,"EFHF",0.0363101079489696,21,"High"
"Building 18","Dist_Heating",2013-01-03,14,36,1,5,1,0,0,"EFHF",0.0353287536800785,21,"High"
"Building 18","Dist_Heating",2013-01-03,15,36,1,5,1,0,0,"EFHF",0.0353287536800785,21,"High"
"Building 18","Dist_Heating",2013-01-03,16,37,1,5,1,0,0,"EFHF",0.0363101079489696,21,"High"
"Building 18","Dist_Heating",2013-01-03,17,27,1,5,1,0,0,"EFHF",0.0264965652600589,21,"High"
"Building 18","Dist_Heating",2013-01-03,18,21,1,5,1,0,0,"EFHF",0.0206084396467125,21,"Low"
"Building 18","Dist_Heating",2013-01-03,19,21,1,5,1,0,0,"EFHF",0.0206084396467125,21,"Low"
"Building 18","Dist_Heating",2013-01-03,20,20,1,5,1,0,0,"EFHF",0.0196270853778214,21,"Low"
"Building 18","Dist_Heating",2013-01-03,21,21,1,5,1,0,0,"EFHF",0.0206084396467125,21,"Low"
"Building 18","Dist_Heating",2013-01-03,22,20,1,5,1,1,0,"EFHF",0.0196270853778214,21,"Low"
"Building 18","Dist_Heating",2013-01-03,23,20,1,5,1,1,0,"EFHF",0.0196270853778214,21,"Low"
"Building 18","Dist_Heating",2013-01-04,0,21,1,6,0,1,0,"EFHF",0.0206084396467125,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,1,20,1,6,0,1,0,"EFHF",0.0196270853778214,20.75,"Low"
"Building 18","Dist_Heating",2013-01-04,2,21,1,6,0,1,0,"EFHF",0.0206084396467125,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,3,21,1,6,0,1,0,"EFHF",0.0206084396467125,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,4,21,1,6,0,1,0,"EFHF",0.0206084396467125,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,5,32,1,6,0,0,0,"EFHF",0.0314033366045142,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,6,37,1,6,0,0,0,"EFHF",0.0363101079489696,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,7,37,1,6,0,0,0,"EFHF",0.0363101079489696,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,8,37,1,6,0,0,0,"EFHF",0.0363101079489696,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,9,35,1,6,0,0,0,"EFHF",0.0343473994111874,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,10,35,1,6,0,0,0,"EFHF",0.0343473994111874,20.75,"High"
"Building 18","Dist_Heating",2013-01-04,11,35,1,6,0,0,0,"EFHF",0.0343473994111874,20.75,"High"
