"vac","type","date","hour","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class"
"Building 7","Dist_Heating",2013-01-01,0,100,1,3,1,1,1,"EFHF",0.0375798571965427,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,1,100,1,3,1,1,1,"EFHF",0.0375798571965427,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,2,100,1,3,1,1,1,"EFHF",0.0375798571965427,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,3,100,1,3,1,1,1,"EFHF",0.0375798571965427,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,4,100,1,3,1,1,1,"EFHF",0.0375798571965427,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,5,110,1,3,1,0,1,"EFHF",0.0413378429161969,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,6,140,1,3,1,0,1,"EFHF",0.0526118000751597,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,7,170,1,3,1,0,1,"EFHF",0.0638857572341225,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,8,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,9,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,10,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,11,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,12,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,13,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,14,170,1,3,1,0,1,"EFHF",0.0638857572341225,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,15,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,16,180,1,3,1,0,1,"EFHF",0.0676437429537768,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,17,160,1,3,1,0,1,"EFHF",0.0601277715144682,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,18,120,1,3,1,0,1,"EFHF",0.0450958286358512,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,19,110,1,3,1,0,1,"EFHF",0.0413378429161969,97.5,"High"
"Building 7","Dist_Heating",2013-01-01,20,100,1,3,1,0,1,"EFHF",0.0375798571965427,97.5,"High"
