"vac","type","date","hour","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class"
"Building 30","elect",2013-01-01,0,30,1,3,1,1,1,"EFHF",0.0208333333333333,29.25,"High"
"Building 30","elect",2013-01-01,1,29,1,3,1,1,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,2,29,1,3,1,1,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,3,29,1,3,1,1,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,4,29,1,3,1,1,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,5,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,6,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,7,28,1,3,1,0,1,"EFHF",0.0194444444444444,29.25,"Low"
"Building 30","elect",2013-01-01,8,28,1,3,1,0,1,"EFHF",0.0194444444444444,29.25,"Low"
"Building 30","elect",2013-01-01,9,28,1,3,1,0,1,"EFHF",0.0194444444444444,29.25,"Low"
"Building 30","elect",2013-01-01,10,24,1,3,1,0,1,"EFHF",0.0166666666666667,29.25,"Low"
"Building 30","elect",2013-01-01,11,23,1,3,1,0,1,"EFHF",0.0159722222222222,29.25,"Low"
"Building 30","elect",2013-01-01,12,24,1,3,1,0,1,"EFHF",0.0166666666666667,29.25,"Low"
"Building 30","elect",2013-01-01,13,23,1,3,1,0,1,"EFHF",0.0159722222222222,29.25,"Low"
"Building 30","elect",2013-01-01,14,24,1,3,1,0,1,"EFHF",0.0166666666666667,29.25,"Low"
"Building 30","elect",2013-01-01,15,28,1,3,1,0,1,"EFHF",0.0194444444444444,29.25,"Low"
"Building 30","elect",2013-01-01,16,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,17,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,18,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,19,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,20,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,21,29,1,3,1,0,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,22,29,1,3,1,1,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-01,23,29,1,3,1,1,1,"EFHF",0.0201388888888889,29.25,"Low"
"Building 30","elect",2013-01-02,0,30,1,4,1,1,0,"EFHF",0.0208333333333333,30.5,"Low"
"Building 30","elect",2013-01-02,1,29,1,4,1,1,0,"EFHF",0.0201388888888889,30.5,"Low"
"Building 30","elect",2013-01-02,2,28,1,4,1,1,0,"EFHF",0.0194444444444444,30.5,"Low"
"Building 30","elect",2013-01-02,3,28,1,4,1,1,0,"EFHF",0.0194444444444444,30.5,"Low"
"Building 30","elect",2013-01-02,4,28,1,4,1,1,0,"EFHF",0.0194444444444444,30.5,"Low"
"Building 30","elect",2013-01-02,5,34,1,4,1,0,0,"EFHF",0.0236111111111111,30.5,"High"
"Building 30","elect",2013-01-02,6,52,1,4,1,0,0,"EFHF",0.0361111111111111,30.5,"High"
"Building 30","elect",2013-01-02,7,66,1,4,1,0,0,"EFHF",0.0458333333333333,30.5,"High"
"Building 30","elect",2013-01-02,8,72,1,4,1,0,0,"EFHF",0.05,30.5,"High"
"Building 30","elect",2013-01-02,9,77,1,4,1,0,0,"EFHF",0.0534722222222222,30.5,"High"
"Building 30","elect",2013-01-02,10,75,1,4,1,0,0,"EFHF",0.0520833333333333,30.5,"High"
"Building 30","elect",2013-01-02,11,77,1,4,1,0,0,"EFHF",0.0534722222222222,30.5,"High"
"Building 30","elect",2013-01-02,12,79,1,4,1,0,0,"EFHF",0.0548611111111111,30.5,"High"
"Building 30","elect",2013-01-02,13,82,1,4,1,0,0,"EFHF",0.0569444444444444,30.5,"High"
"Building 30","elect",2013-01-02,14,82,1,4,1,0,0,"EFHF",0.0569444444444444,30.5,"High"
"Building 30","elect",2013-01-02,15,83,1,4,1,0,0,"EFHF",0.0576388888888889,30.5,"High"
"Building 30","elect",2013-01-02,16,84,1,4,1,0,0,"EFHF",0.0583333333333333,30.5,"High"
"Building 30","elect",2013-01-02,17,80,1,4,1,0,0,"EFHF",0.0555555555555556,30.5,"High"
"Building 30","elect",2013-01-02,18,77,1,4,1,0,0,"EFHF",0.0534722222222222,30.5,"High"
"Building 30","elect",2013-01-02,19,71,1,4,1,0,0,"EFHF",0.0493055555555556,30.5,"High"
"Building 30","elect",2013-01-02,20,47,1,4,1,0,0,"EFHF",0.0326388888888889,30.5,"High"
"Building 30","elect",2013-01-02,21,41,1,4,1,0,0,"EFHF",0.0284722222222222,30.5,"High"
"Building 30","elect",2013-01-02,22,39,1,4,1,1,0,"EFHF",0.0270833333333333,30.5,"High"
"Building 30","elect",2013-01-02,23,35,1,4,1,1,0,"EFHF",0.0243055555555556,30.5,"High"
"Building 30","elect",2013-01-03,0,32,1,5,1,1,0,"EFHF",0.0222222222222222,31.25,"High"
"Building 30","elect",2013-01-03,1,31,1,5,1,1,0,"EFHF",0.0215277777777778,31.25,"Low"
"Building 30","elect",2013-01-03,2,29,1,5,1,1,0,"EFHF",0.0201388888888889,31.25,"Low"
"Building 30","elect",2013-01-03,3,28,1,5,1,1,0,"EFHF",0.0194444444444444,31.25,"Low"
"Building 30","elect",2013-01-03,4,29,1,5,1,1,0,"EFHF",0.0201388888888889,31.25,"Low"
"Building 30","elect",2013-01-03,5,35,1,5,1,0,0,"EFHF",0.0243055555555556,31.25,"High"
"Building 30","elect",2013-01-03,6,52,1,5,1,0,0,"EFHF",0.0361111111111111,31.25,"High"
"Building 30","elect",2013-01-03,7,67,1,5,1,0,0,"EFHF",0.0465277777777778,31.25,"High"
"Building 30","elect",2013-01-03,8,72,1,5,1,0,0,"EFHF",0.05,31.25,"High"
"Building 30","elect",2013-01-03,9,79,1,5,1,0,0,"EFHF",0.0548611111111111,31.25,"High"
"Building 30","elect",2013-01-03,10,84,1,5,1,0,0,"EFHF",0.0583333333333333,31.25,"High"
"Building 30","elect",2013-01-03,11,83,1,5,1,0,0,"EFHF",0.0576388888888889,31.25,"High"
"Building 30","elect",2013-01-03,12,83,1,5,1,0,0,"EFHF",0.0576388888888889,31.25,"High"
"Building 30","elect",2013-01-03,13,85,1,5,1,0,0,"EFHF",0.0590277777777778,31.25,"High"
"Building 30","elect",2013-01-03,14,88,1,5,1,0,0,"EFHF",0.0611111111111111,31.25,"High"
"Building 30","elect",2013-01-03,15,87,1,5,1,0,0,"EFHF",0.0604166666666667,31.25,"High"
"Building 30","elect",2013-01-03,16,85,1,5,1,0,0,"EFHF",0.0590277777777778,31.25,"High"
"Building 30","elect",2013-01-03,17,81,1,5,1,0,0,"EFHF",0.05625,31.25,"High"
"Building 30","elect",2013-01-03,18,75,1,5,1,0,0,"EFHF",0.0520833333333333,31.25,"High"
"Building 30","elect",2013-01-03,19,69,1,5,1,0,0,"EFHF",0.0479166666666667,31.25,"High"
"Building 30","elect",2013-01-03,20,46,1,5,1,0,0,"EFHF",0.0319444444444444,31.25,"High"
"Building 30","elect",2013-01-03,21,42,1,5,1,0,0,"EFHF",0.0291666666666667,31.25,"High"
"Building 30","elect",2013-01-03,22,40,1,5,1,1,0,"EFHF",0.0277777777777778,31.25,"High"
"Building 30","elect",2013-01-03,23,33,1,5,1,1,0,"EFHF",0.0229166666666667,31.25,"High"
"Building 30","elect",2013-01-04,0,32,1,6,0,1,0,"EFHF",0.0222222222222222,31.5,"High"
"Building 30","elect",2013-01-04,1,31,1,6,0,1,0,"EFHF",0.0215277777777778,31.5,"Low"
"Building 30","elect",2013-01-04,2,29,1,6,0,1,0,"EFHF",0.0201388888888889,31.5,"Low"
"Building 30","elect",2013-01-04,3,29,1,6,0,1,0,"EFHF",0.0201388888888889,31.5,"Low"
"Building 30","elect",2013-01-04,4,29,1,6,0,1,0,"EFHF",0.0201388888888889,31.5,"Low"
"Building 30","elect",2013-01-04,5,35,1,6,0,0,0,"EFHF",0.0243055555555556,31.5,"High"
"Building 30","elect",2013-01-04,6,53,1,6,0,0,0,"EFHF",0.0368055555555556,31.5,"High"
"Building 30","elect",2013-01-04,7,69,1,6,0,0,0,"EFHF",0.0479166666666667,31.5,"High"
"Building 30","elect",2013-01-04,8,74,1,6,0,0,0,"EFHF",0.0513888888888889,31.5,"High"
"Building 30","elect",2013-01-04,9,77,1,6,0,0,0,"EFHF",0.0534722222222222,31.5,"High"
"Building 30","elect",2013-01-04,10,82,1,6,0,0,0,"EFHF",0.0569444444444444,31.5,"High"
"Building 30","elect",2013-01-04,11,82,1,6,0,0,0,"EFHF",0.0569444444444444,31.5,"High"
"Building 30","elect",2013-01-04,12,80,1,6,0,0,0,"EFHF",0.0555555555555556,31.5,"High"
"Building 30","elect",2013-01-04,13,81,1,6,0,0,0,"EFHF",0.05625,31.5,"High"
"Building 30","elect",2013-01-04,14,84,1,6,0,0,0,"EFHF",0.0583333333333333,31.5,"High"
"Building 30","elect",2013-01-04,15,82,1,6,0,0,0,"EFHF",0.0569444444444444,31.5,"High"
"Building 30","elect",2013-01-04,16,83,1,6,0,0,0,"EFHF",0.0576388888888889,31.5,"High"
"Building 30","elect",2013-01-04,17,79,1,6,0,0,0,"EFHF",0.0548611111111111,31.5,"High"
"Building 30","elect",2013-01-04,18,74,1,6,0,0,0,"EFHF",0.0513888888888889,31.5,"High"
"Building 30","elect",2013-01-04,19,67,1,6,0,0,0,"EFHF",0.0465277777777778,31.5,"High"
"Building 30","elect",2013-01-04,20,43,1,6,0,0,0,"EFHF",0.0298611111111111,31.5,"High"
"Building 30","elect",2013-01-04,21,41,1,6,0,0,0,"EFHF",0.0284722222222222,31.5,"High"
"Building 30","elect",2013-01-04,22,39,1,6,0,1,0,"EFHF",0.0270833333333333,31.5,"High"
"Building 30","elect",2013-01-04,23,34,1,6,0,1,0,"EFHF",0.0236111111111111,31.5,"High"
"Building 30","elect",2013-01-05,0,32,1,7,0,1,0,"EFHF",0.0222222222222222,30.25,"High"
"Building 30","elect",2013-01-05,1,31,1,7,0,1,0,"EFHF",0.0215277777777778,30.25,"High"
"Building 30","elect",2013-01-05,2,28,1,7,0,1,0,"EFHF",0.0194444444444444,30.25,"Low"
"Building 30","elect",2013-01-05,3,28,1,7,0,1,0,"EFHF",0.0194444444444444,30.25,"Low"
"Building 30","elect",2013-01-05,4,28,1,7,0,1,0,"EFHF",0.0194444444444444,30.25,"Low"
"Building 30","elect",2013-01-05,5,29,1,7,0,0,0,"EFHF",0.0201388888888889,30.25,"Low"
"Building 30","elect",2013-01-05,6,29,1,7,0,0,0,"EFHF",0.0201388888888889,30.25,"Low"
"Building 30","elect",2013-01-05,7,31,1,7,0,0,0,"EFHF",0.0215277777777778,30.25,"High"
"Building 30","elect",2013-01-05,8,34,1,7,0,0,0,"EFHF",0.0236111111111111,30.25,"High"
"Building 30","elect",2013-01-05,9,32,1,7,0,0,0,"EFHF",0.0222222222222222,30.25,"High"
"Building 30","elect",2013-01-05,10,33,1,7,0,0,0,"EFHF",0.0229166666666667,30.25,"High"
"Building 30","elect",2013-01-05,11,38,1,7,0,0,0,"EFHF",0.0263888888888889,30.25,"High"
"Building 30","elect",2013-01-05,12,38,1,7,0,0,0,"EFHF",0.0263888888888889,30.25,"High"
"Building 30","elect",2013-01-05,13,38,1,7,0,0,0,"EFHF",0.0263888888888889,30.25,"High"
"Building 30","elect",2013-01-05,14,38,1,7,0,0,0,"EFHF",0.0263888888888889,30.25,"High"
"Building 30","elect",2013-01-05,15,39,1,7,0,0,0,"EFHF",0.0270833333333333,30.25,"High"
"Building 30","elect",2013-01-05,16,42,1,7,0,0,0,"EFHF",0.0291666666666667,30.25,"High"
"Building 30","elect",2013-01-05,17,43,1,7,0,0,0,"EFHF",0.0298611111111111,30.25,"High"
"Building 30","elect",2013-01-05,18,42,1,7,0,0,0,"EFHF",0.0291666666666667,30.25,"High"
