"vac","type","date","hour","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class"
"Building 4","Dist_Heating",2013-01-01,0,568,1,3,1,1,1,"EFHF",0.0647958019621264,568.5,"Low"
"Building 4","Dist_Heating",2013-01-01,1,566,1,3,1,1,1,"EFHF",0.0645676477298654,568.5,"Low"
"Building 4","Dist_Heating",2013-01-01,2,589,1,3,1,1,1,"EFHF",0.067191421400867,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,3,590,1,3,1,1,1,"EFHF",0.0673054985169975,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,4,569,1,3,1,1,1,"EFHF",0.0649098790782569,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,5,577,1,3,1,0,1,"EFHF",0.0658224960073009,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,6,592,1,3,1,0,1,"EFHF",0.0675336527492585,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,7,602,1,3,1,0,1,"EFHF",0.0686744239105635,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,8,627,1,3,1,0,1,"EFHF",0.0715263518138261,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,9,632,1,3,1,0,1,"EFHF",0.0720967373944787,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,10,620,1,3,1,0,1,"EFHF",0.0707278120009126,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,11,630,1,3,1,0,1,"EFHF",0.0718685831622177,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,12,640,1,3,1,0,1,"EFHF",0.0730093543235227,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,13,629,1,3,1,0,1,"EFHF",0.0717545060460872,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,14,631,1,3,1,0,1,"EFHF",0.0719826602783482,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,15,629,1,3,1,0,1,"EFHF",0.0717545060460872,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,16,630,1,3,1,0,1,"EFHF",0.0718685831622177,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,17,600,1,3,1,0,1,"EFHF",0.0684462696783025,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,18,581,1,3,1,0,1,"EFHF",0.066278804471823,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,19,580,1,3,1,0,1,"EFHF",0.0661647273556925,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,20,590,1,3,1,0,1,"EFHF",0.0673054985169975,568.5,"High"
"Building 4","Dist_Heating",2013-01-01,21,551,1,3,1,0,1,"EFHF",0.0628564909879078,568.5,"Low"
"Building 4","Dist_Heating",2013-01-01,22,532,1,3,1,1,1,"EFHF",0.0606890257814282,568.5,"Low"
"Building 4","Dist_Heating",2013-01-01,23,551,1,3,1,1,1,"EFHF",0.0628564909879078,568.5,"Low"
"Building 4","Dist_Heating",2013-01-02,0,553,1,4,1,1,0,"EFHF",0.0630846452201688,559,"Low"
"Building 4","Dist_Heating",2013-01-02,1,552,1,4,1,1,0,"EFHF",0.0629705681040383,559,"Low"
"Building 4","Dist_Heating",2013-01-02,2,553,1,4,1,1,0,"EFHF",0.0630846452201688,559,"Low"
"Building 4","Dist_Heating",2013-01-02,3,552,1,4,1,1,0,"EFHF",0.0629705681040383,559,"Low"
"Building 4","Dist_Heating",2013-01-02,4,534,1,4,1,1,0,"EFHF",0.0609171800136893,559,"Low"
"Building 4","Dist_Heating",2013-01-02,5,604,1,4,1,0,0,"EFHF",0.0689025781428245,559,"High"
"Building 4","Dist_Heating",2013-01-02,6,653,1,4,1,0,0,"EFHF",0.0744923568332193,559,"High"
"Building 4","Dist_Heating",2013-01-02,7,674,1,4,1,0,0,"EFHF",0.0768879762719598,559,"High"
"Building 4","Dist_Heating",2013-01-02,8,713,1,4,1,0,0,"EFHF",0.0813369838010495,559,"High"
"Building 4","Dist_Heating",2013-01-02,9,731,1,4,1,0,0,"EFHF",0.0833903718913986,559,"High"
"Building 4","Dist_Heating",2013-01-02,10,740,1,4,1,0,0,"EFHF",0.0844170659365731,559,"High"
"Building 4","Dist_Heating",2013-01-02,11,760,1,4,1,0,0,"EFHF",0.0866986082591832,559,"High"
"Building 4","Dist_Heating",2013-01-02,12,738,1,4,1,0,0,"EFHF",0.0841889117043121,559,"High"
"Building 4","Dist_Heating",2013-01-02,13,736,1,4,1,0,0,"EFHF",0.0839607574720511,559,"High"
"Building 4","Dist_Heating",2013-01-02,14,726,1,4,1,0,0,"EFHF",0.0828199863107461,559,"High"
"Building 4","Dist_Heating",2013-01-02,15,740,1,4,1,0,0,"EFHF",0.0844170659365731,559,"High"
"Building 4","Dist_Heating",2013-01-02,16,732,1,4,1,0,0,"EFHF",0.0835044490075291,559,"High"
"Building 4","Dist_Heating",2013-01-02,17,713,1,4,1,0,0,"EFHF",0.0813369838010495,559,"High"
"Building 4","Dist_Heating",2013-01-02,18,674,1,4,1,0,0,"EFHF",0.0768879762719598,559,"High"
"Building 4","Dist_Heating",2013-01-02,19,685,1,4,1,0,0,"EFHF",0.0781428245493954,559,"High"
"Building 4","Dist_Heating",2013-01-02,20,641,1,4,1,0,0,"EFHF",0.0731234314396532,559,"High"
"Building 4","Dist_Heating",2013-01-02,21,575,1,4,1,0,0,"EFHF",0.0655943417750399,559,"High"
"Building 4","Dist_Heating",2013-01-02,22,575,1,4,1,1,0,"EFHF",0.0655943417750399,559,"High"
"Building 4","Dist_Heating",2013-01-02,23,578,1,4,1,1,0,"EFHF",0.0659365731234314,559,"High"
"Building 4","Dist_Heating",2013-01-03,0,588,1,5,1,1,0,"EFHF",0.0670773442847365,591.25,"Low"
"Building 4","Dist_Heating",2013-01-03,1,580,1,5,1,1,0,"EFHF",0.0661647273556925,591.25,"Low"
"Building 4","Dist_Heating",2013-01-03,2,599,1,5,1,1,0,"EFHF",0.068332192562172,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,3,589,1,5,1,1,0,"EFHF",0.067191421400867,591.25,"Low"
"Building 4","Dist_Heating",2013-01-03,4,600,1,5,1,1,0,"EFHF",0.0684462696783025,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,5,619,1,5,1,0,0,"EFHF",0.0706137348847821,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,6,703,1,5,1,0,0,"EFHF",0.0801962126397445,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,7,730,1,5,1,0,0,"EFHF",0.0832762947752681,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,8,760,1,5,1,0,0,"EFHF",0.0866986082591832,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,9,794,1,5,1,0,0,"EFHF",0.0905772302076203,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,10,792,1,5,1,0,0,"EFHF",0.0903490759753593,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,11,757,1,5,1,0,0,"EFHF",0.0863563769107917,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,12,808,1,5,1,0,0,"EFHF",0.0921743098334474,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,13,797,1,5,1,0,0,"EFHF",0.0909194615560119,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,14,767,1,5,1,0,0,"EFHF",0.0874971480720967,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,15,790,1,5,1,0,0,"EFHF",0.0901209217430983,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,16,774,1,5,1,0,0,"EFHF",0.0882956878850103,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,17,752,1,5,1,0,0,"EFHF",0.0857859913301392,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,18,708,1,5,1,0,0,"EFHF",0.080766598220397,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,19,718,1,5,1,0,0,"EFHF",0.081907369381702,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,20,677,1,5,1,0,0,"EFHF",0.0772302076203514,591.25,"High"
"Building 4","Dist_Heating",2013-01-03,21,590,1,5,1,0,0,"EFHF",0.0673054985169975,591.25,"Low"
"Building 4","Dist_Heating",2013-01-03,22,559,1,5,1,1,0,"EFHF",0.0637691079169519,591.25,"Low"
"Building 4","Dist_Heating",2013-01-03,23,598,1,5,1,1,0,"EFHF",0.0682181154460415,591.25,"High"
"Building 4","Dist_Heating",2013-01-04,0,557,1,6,0,1,0,"EFHF",0.0635409536846909,577.25,"Low"
"Building 4","Dist_Heating",2013-01-04,1,578,1,6,0,1,0,"EFHF",0.0659365731234314,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,2,586,1,6,0,1,0,"EFHF",0.0668491900524755,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,3,567,1,6,0,1,0,"EFHF",0.0646817248459959,577.25,"Low"
"Building 4","Dist_Heating",2013-01-04,4,577,1,6,0,1,0,"EFHF",0.0658224960073009,577.25,"Low"
"Building 4","Dist_Heating",2013-01-04,5,619,1,6,0,0,0,"EFHF",0.0706137348847821,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,6,678,1,6,0,0,0,"EFHF",0.0773442847364819,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,7,708,1,6,0,0,0,"EFHF",0.080766598220397,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,8,747,1,6,0,0,0,"EFHF",0.0852156057494867,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,9,786,1,6,0,0,0,"EFHF",0.0896646132785763,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,10,779,1,6,0,0,0,"EFHF",0.0888660734656628,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,11,785,1,6,0,0,0,"EFHF",0.0895505361624458,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,12,753,1,6,0,0,0,"EFHF",0.0859000684462697,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,13,738,1,6,0,0,0,"EFHF",0.0841889117043121,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,14,729,1,6,0,0,0,"EFHF",0.0831622176591376,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,15,731,1,6,0,0,0,"EFHF",0.0833903718913986,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,16,721,1,6,0,0,0,"EFHF",0.0822496007300935,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,17,704,1,6,0,0,0,"EFHF",0.080310289755875,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,18,673,1,6,0,0,0,"EFHF",0.0767738991558293,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,19,696,1,6,0,0,0,"EFHF",0.0793976728268309,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,20,645,1,6,0,0,0,"EFHF",0.0735797399041752,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,21,586,1,6,0,0,0,"EFHF",0.0668491900524755,577.25,"High"
"Building 4","Dist_Heating",2013-01-04,22,567,1,6,0,1,0,"EFHF",0.0646817248459959,577.25,"Low"
"Building 4","Dist_Heating",2013-01-04,23,588,1,6,0,1,0,"EFHF",0.0670773442847365,577.25,"High"
"Building 4","Dist_Heating",2013-01-05,0,598,1,7,0,1,0,"EFHF",0.0682181154460415,649.75,"Low"
"Building 4","Dist_Heating",2013-01-05,1,612,1,7,0,1,0,"EFHF",0.0698151950718686,649.75,"Low"
"Building 4","Dist_Heating",2013-01-05,2,637,1,7,0,1,0,"EFHF",0.0726671229751312,649.75,"Low"
"Building 4","Dist_Heating",2013-01-05,3,628,1,7,0,1,0,"EFHF",0.0716404289299566,649.75,"Low"
"Building 4","Dist_Heating",2013-01-05,4,653,1,7,0,1,0,"EFHF",0.0744923568332193,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,5,653,1,7,0,0,0,"EFHF",0.0744923568332193,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,6,723,1,7,0,0,0,"EFHF",0.0824777549623546,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,7,745,1,7,0,0,0,"EFHF",0.0849874515172256,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,8,762,1,7,0,0,0,"EFHF",0.0869267624914442,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,9,779,1,7,0,0,0,"EFHF",0.0888660734656628,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,10,773,1,7,0,0,0,"EFHF",0.0881816107688798,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,11,775,1,7,0,0,0,"EFHF",0.0884097650011408,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,12,752,1,7,0,0,0,"EFHF",0.0857859913301392,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,13,758,1,7,0,0,0,"EFHF",0.0864704540269222,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,14,768,1,7,0,0,0,"EFHF",0.0876112251882272,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,15,757,1,7,0,0,0,"EFHF",0.0863563769107917,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,16,779,1,7,0,0,0,"EFHF",0.0888660734656628,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,17,775,1,7,0,0,0,"EFHF",0.0884097650011408,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,18,788,1,7,0,0,0,"EFHF",0.0898927675108373,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,19,799,1,7,0,0,0,"EFHF",0.0911476157882729,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,20,751,1,7,0,0,0,"EFHF",0.0856719142140087,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,21,738,1,7,0,0,0,"EFHF",0.0841889117043121,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,22,753,1,7,0,1,0,"EFHF",0.0859000684462697,649.75,"High"
"Building 4","Dist_Heating",2013-01-05,23,752,1,7,0,1,0,"EFHF",0.0857859913301392,649.75,"High"
"Building 4","Dist_Heating",2013-01-06,0,744,1,1,1,1,1,"EFHF",0.0848733744010951,750,"Low"
"Building 4","Dist_Heating",2013-01-06,1,734,1,1,1,1,1,"EFHF",0.0837326032397901,750,"Low"
"Building 4","Dist_Heating",2013-01-06,2,752,1,1,1,1,1,"EFHF",0.0857859913301392,750,"High"
"Building 4","Dist_Heating",2013-01-06,3,731,1,1,1,1,1,"EFHF",0.0833903718913986,750,"Low"
"Building 4","Dist_Heating",2013-01-06,4,740,1,1,1,1,1,"EFHF",0.0844170659365731,750,"Low"
"Building 4","Dist_Heating",2013-01-06,5,739,1,1,1,0,1,"EFHF",0.0843029888204426,750,"Low"
"Building 4","Dist_Heating",2013-01-06,6,778,1,1,1,0,1,"EFHF",0.0887519963495323,750,"High"
"Building 4","Dist_Heating",2013-01-06,7,787,1,1,1,0,1,"EFHF",0.0897786903947068,750,"High"
"Building 4","Dist_Heating",2013-01-06,8,788,1,1,1,0,1,"EFHF",0.0898927675108373,750,"High"
"Building 4","Dist_Heating",2013-01-06,9,819,1,1,1,0,1,"EFHF",0.093429158110883,750,"High"
"Building 4","Dist_Heating",2013-01-06,10,801,1,1,1,0,1,"EFHF",0.0913757700205339,750,"High"
"Building 4","Dist_Heating",2013-01-06,11,792,1,1,1,0,1,"EFHF",0.0903490759753593,750,"High"
"Building 4","Dist_Heating",2013-01-06,12,789,1,1,1,0,1,"EFHF",0.0900068446269678,750,"High"
"Building 4","Dist_Heating",2013-01-06,13,785,1,1,1,0,1,"EFHF",0.0895505361624458,750,"High"
"Building 4","Dist_Heating",2013-01-06,14,798,1,1,1,0,1,"EFHF",0.0910335386721424,750,"High"
"Building 4","Dist_Heating",2013-01-06,15,799,1,1,1,0,1,"EFHF",0.0911476157882729,750,"High"
"Building 4","Dist_Heating",2013-01-06,16,810,1,1,1,0,1,"EFHF",0.0924024640657084,750,"High"
"Building 4","Dist_Heating",2013-01-06,17,820,1,1,1,0,1,"EFHF",0.0935432352270135,750,"High"
"Building 4","Dist_Heating",2013-01-06,18,827,1,1,1,0,1,"EFHF",0.094341775039927,750,"High"
"Building 4","Dist_Heating",2013-01-06,19,827,1,1,1,0,1,"EFHF",0.094341775039927,750,"High"
"Building 4","Dist_Heating",2013-01-06,20,768,1,1,1,0,1,"EFHF",0.0876112251882272,750,"High"
"Building 4","Dist_Heating",2013-01-06,21,790,1,1,1,0,1,"EFHF",0.0901209217430983,750,"High"
"Building 4","Dist_Heating",2013-01-06,22,788,1,1,1,1,1,"EFHF",0.0898927675108373,750,"High"
"Building 4","Dist_Heating",2013-01-06,23,770,1,1,1,1,1,"EFHF",0.0878393794204883,750,"High"
"Building 4","Dist_Heating",2013-01-07,0,792,1,2,1,1,0,"EFHF",0.0903490759753593,777,"High"
"Building 4","Dist_Heating",2013-01-07,1,822,1,2,1,1,0,"EFHF",0.0937713894592745,777,"High"
"Building 4","Dist_Heating",2013-01-07,2,803,1,2,1,1,0,"EFHF",0.0916039242527949,777,"High"
"Building 4","Dist_Heating",2013-01-07,3,813,1,2,1,1,0,"EFHF",0.0927446954140999,777,"High"
"Building 4","Dist_Heating",2013-01-07,4,824,1,2,1,1,0,"EFHF",0.0939995436915355,777,"High"
"Building 4","Dist_Heating",2013-01-07,5,854,1,2,1,0,0,"EFHF",0.0974218571754506,777,"High"
"Building 4","Dist_Heating",2013-01-07,6,967,1,2,1,0,0,"EFHF",0.110312571298198,777,"High"
"Building 4","Dist_Heating",2013-01-07,7,966,1,2,1,0,0,"EFHF",0.110198494182067,777,"High"
"Building 4","Dist_Heating",2013-01-07,8,1060,1,2,1,0,0,"EFHF",0.120921743098334,777,"High"
"Building 4","Dist_Heating",2013-01-07,9,1046,1,2,1,0,0,"EFHF",0.119324663472507,777,"High"
"Building 4","Dist_Heating",2013-01-07,10,1046,1,2,1,0,0,"EFHF",0.119324663472507,777,"High"
"Building 4","Dist_Heating",2013-01-07,11,1026,1,2,1,0,0,"EFHF",0.117043121149897,777,"High"
"Building 4","Dist_Heating",2013-01-07,12,1009,1,2,1,0,0,"EFHF",0.115103810175679,777,"High"
"Building 4","Dist_Heating",2013-01-07,13,1003,1,2,1,0,0,"EFHF",0.114419347478896,777,"High"
"Building 4","Dist_Heating",2013-01-07,14,958,1,2,1,0,0,"EFHF",0.109285877253023,777,"High"
"Building 4","Dist_Heating",2013-01-07,15,943,1,2,1,0,0,"EFHF",0.107574720511065,777,"High"
"Building 4","Dist_Heating",2013-01-07,16,921,1,2,1,0,0,"EFHF",0.105065023956194,777,"High"
"Building 4","Dist_Heating",2013-01-07,17,849,1,2,1,0,0,"EFHF",0.0968514715947981,777,"High"
"Building 4","Dist_Heating",2013-01-07,18,828,1,2,1,0,0,"EFHF",0.0944558521560575,777,"High"
"Building 4","Dist_Heating",2013-01-07,19,818,1,2,1,0,0,"EFHF",0.0933150809947525,777,"High"
"Building 4","Dist_Heating",2013-01-07,20,777,1,2,1,0,0,"EFHF",0.0886379192334018,777,"Low"
"Building 4","Dist_Heating",2013-01-07,21,687,1,2,1,0,0,"EFHF",0.0783709787816564,777,"Low"
"Building 4","Dist_Heating",2013-01-07,22,699,1,2,1,1,0,"EFHF",0.0797399041752224,777,"Low"
"Building 4","Dist_Heating",2013-01-07,23,691,1,2,1,1,0,"EFHF",0.0788272872461784,777,"Low"
"Building 4","Dist_Heating",2013-01-08,0,693,1,3,1,1,0,"EFHF",0.0790554414784394,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,1,693,1,3,1,1,0,"EFHF",0.0790554414784394,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,2,690,1,3,1,1,0,"EFHF",0.0787132101300479,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,3,669,1,3,1,1,0,"EFHF",0.0763175906913073,673.5,"Low"
"Building 4","Dist_Heating",2013-01-08,4,664,1,3,1,1,0,"EFHF",0.0757472051106548,673.5,"Low"
"Building 4","Dist_Heating",2013-01-08,5,681,1,3,1,0,0,"EFHF",0.0776865160848734,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,6,741,1,3,1,0,0,"EFHF",0.0845311430527036,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,7,742,1,3,1,0,0,"EFHF",0.0846452201688341,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,8,808,1,3,1,0,0,"EFHF",0.0921743098334474,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,9,889,1,3,1,0,0,"EFHF",0.101414556240018,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,10,860,1,3,1,0,0,"EFHF",0.0981063198722336,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,11,838,1,3,1,0,0,"EFHF",0.0955966233173625,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,12,845,1,3,1,0,0,"EFHF",0.0963951631302761,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,13,871,1,3,1,0,0,"EFHF",0.0993611681496692,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,14,837,1,3,1,0,0,"EFHF",0.095482546201232,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,15,879,1,3,1,0,0,"EFHF",0.100273785078713,673.5,"High"
"Building 4","Dist_Heating",2013-01-08,16,832,1,3,1,0,0,"EFHF",0.0949121606205795,673.5,"High"
