"vac","type","date","hour","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class"
"Building 10","Dist_Heating",2013-01-01,0,243,1,3,1,1,1,"EFHF",0.0305506663314056,247.75,"Low"
"Building 10","Dist_Heating",2013-01-01,1,254,1,3,1,1,1,"EFHF",0.0319336183052552,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,2,247,1,3,1,1,1,"EFHF",0.03105355795826,247.75,"Low"
"Building 10","Dist_Heating",2013-01-01,3,257,1,3,1,1,1,"EFHF",0.032310787025396,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,4,253,1,3,1,1,1,"EFHF",0.0318078953985416,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,5,242,1,3,1,0,1,"EFHF",0.030424943424692,247.75,"Low"
"Building 10","Dist_Heating",2013-01-01,6,269,1,3,1,0,1,"EFHF",0.0338194619059593,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,7,310,1,3,1,0,1,"EFHF",0.038974101081217,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,8,320,1,3,1,0,1,"EFHF",0.040231330148353,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,9,331,1,3,1,0,1,"EFHF",0.0416142821222027,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,10,339,1,3,1,0,1,"EFHF",0.0426200653759115,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,11,329,1,3,1,0,1,"EFHF",0.0413628363087755,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,12,327,1,3,1,0,1,"EFHF",0.0411113904953483,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,13,329,1,3,1,0,1,"EFHF",0.0413628363087755,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,14,328,1,3,1,0,1,"EFHF",0.0412371134020619,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,15,328,1,3,1,0,1,"EFHF",0.0412371134020619,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,16,327,1,3,1,0,1,"EFHF",0.0411113904953483,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,17,318,1,3,1,0,1,"EFHF",0.0399798843349258,247.75,"High"
"Building 10","Dist_Heating",2013-01-01,18,326,1,3,1,0,1,"EFHF",0.0409856675886347,247.75,"High"
