"","vac","type","date","hour","Consumption","month","Day of Week","weekday","Base_hour_Flag","Day.of.Week","Holiday","X..address.x","area_floor._m.sqr.x","consumption Kwh/sqm","X..address.y","area_floor._m.sqr.y","latitude","longitude","City"
"1","Building 1","elect",2013-01-01,0,25,1,3,1,1,3,1,"Metsahovintie 113",110,0.227272727272727,"Metsahovintie 113",110,60.2186933,24.3934617,
