"","date","hour","vac","type","Consumption","month","Day.of.Week","weekday","Base_hour_Flag","Holiday","City","consumption Kwh/sqm","base_hr_usage","Base_Hour_Class","TemperatureF","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_SpeedMPH","WindDirDegrees","Conditions","Wind_Direction"
"1",2013-01-01,0,"Building 1","elect",25,1,3,1,1,1,"EFHK",0.227272727272727,25.25,"Low",35.6,33.8,93,29.42,2.8,13.85,160,"Light Rain","SSE"
"2",2013-01-01,1,"Building 1","elect",25,1,3,1,1,1,"EFHK",0.227272727272727,25.25,"Low",33.8,32.9,96.5,29.405,2.2,15.55,145,"Rain","SE"
"3",2013-01-01,10,"Building 1","elect",26,1,3,1,0,1,"EFHK",0.236363636363636,25.25,"High",37.4,36.5,96.5,29.3,4.65,16.7,190,"Light Rain","South"
"4",2013-01-01,11,"Building 1","elect",23,1,3,1,0,1,"EFHK",0.209090909090909,25.25,"Low",37.4,36.5,96.5,29.3,4.35,14.95,190,"Light Rain","South"
"5",2013-01-01,12,"Building 1","elect",26,1,3,1,0,1,"EFHK",0.236363636363636,25.25,"High",37.4,35.6,93,29.3,4.95,16.15,190,"Light Rain","South"
"6",2013-01-01,13,"Building 1","elect",26,1,3,1,0,1,"EFHK",0.236363636363636,25.25,"High",37.4,35.6,93,29.3,3.4,17.25,190,"Light Rain","South"
"7",2013-01-01,14,"Building 1","elect",25,1,3,1,0,1,"EFHK",0.227272727272727,25.25,"Low",37.2666666666667,36.3333333333333,96.6666666666667,29.33,2.7,15.9666666666667,196.666666666667,"Drizzle","South"
"8",2013-01-01,15,"Building 1","elect",25,1,3,1,0,1,"EFHK",0.227272727272727,25.25,"Low",37.4,36.5,96.5,29.33,1.8,12.7,190,"Drizzle","South"
"9",2013-01-01,16,"Building 1","elect",24,1,3,1,0,1,"EFHK",0.218181818181818,25.25,"Low",37.4,37.4,100,29.33,2.35,12.1,190,"Drizzle","South"
"10",2013-01-01,17,"Building 1","elect",28,1,3,1,0,1,"EFHK",0.254545454545455,25.25,"High",37.4,37.4,100,29.33,2.8,12.7,195,"Drizzle","South"
"11",2013-01-01,18,"Building 1","elect",23,1,3,1,0,1,"EFHK",0.209090909090909,25.25,"Low",37.4,37.4,100,29.345,1.75,12.1,200,"Mostly Cloudy","SSW"
"12",2013-01-01,19,"Building 1","elect",23,1,3,1,0,1,"EFHK",0.209090909090909,25.25,"Low",37.4,37.4,100,29.36,4.65,9.2,210,"Mostly Cloudy","SSW"
"13",2013-01-01,2,"Building 1","elect",26,1,3,1,1,1,"EFHK",0.236363636363636,25.25,"High",33.8666666666667,33.5333333333333,98.3333333333333,29.39,3.33333333333333,15.9666666666667,153.333333333333,"Light Rain","SSE"
"14",2013-01-01,20,"Building 1","elect",26,1,3,1,0,1,"EFHK",0.236363636363636,25.25,"High",37.2666666666667,36.0666666666667,95,29.3666666666667,5.4,9.86666666666667,206.666666666667,"Mostly Cloudy","SSW"
"15",2013-01-01,21,"Building 1","elect",24,1,3,1,0,1,"EFHK",0.218181818181818,25.25,"Low",37.4,35.6,93,29.39,4.95,9.25,205,"Mostly Cloudy","SSW"
"16",2013-01-01,22,"Building 1","elect",24,1,3,1,1,1,"EFHK",0.218181818181818,25.25,"Low",37.4,35.6,93,29.39,4.3,9.8,200,"Mostly Cloudy","South"
"17",2013-01-01,23,"Building 1","elect",25,1,3,1,1,1,"EFHK",0.227272727272727,25.25,"Low",37.4,35.6,93,29.42,3.4,10.4,195,"Mostly Cloudy","South"
"18",2013-01-01,3,"Building 1","elect",25,1,3,1,1,1,"EFHK",0.227272727272727,25.25,"Low",33.8,33.8,100,29.36,4.65,14.4,150,"Light Rain","SSE"
"19",2013-01-01,4,"Building 1","elect",25,1,3,1,1,1,"EFHK",0.227272727272727,25.25,"Low",35.6,33.8,93,29.33,5.6,13.25,150,"Light Rain","SSE"
"20",2013-01-01,5,"Building 1","elect",25,1,3,1,0,1,"EFHK",0.227272727272727,25.25,"Low",36.5,35.6,96.5,29.315,6.2,10.95,165,"Light Rain","South"
"21",2013-01-01,6,"Building 1","elect",25,1,3,1,0,1,"EFHK",0.227272727272727,25.25,"Low",37.4,36.5,96.5,29.3,6.2,13.8,180,"Light Rain","South"
"22",2013-01-01,7,"Building 1","elect",27,1,3,1,0,1,"EFHK",0.245454545454545,25.25,"High",37.4,35.6,93,29.3,6.2,13.85,180,"Light Rain","South"
"23",2013-01-01,8,"Building 1","elect",23,1,3,1,0,1,"EFHK",0.209090909090909,25.25,"Low",37.2666666666667,36.0666666666667,94.6666666666667,29.3066666666667,5.1,14.8333333333333,183.333333333333,"Light Rain","South"
"24",2013-01-01,9,"Building 1","elect",26,1,3,1,0,1,"EFHK",0.236363636363636,25.25,"High",37.4,35.6,93,29.3,3.7,13.25,180,"Light Rain","South"
"25",2013-01-02,0,"Building 1","elect",24,1,4,1,1,0,"EFHK",0.218181818181818,25.5,"Low",36.5,35.6,96.5,29.42,1.2,9.25,190,"Fog","South"
"26",2013-01-02,1,"Building 1","elect",25,1,4,1,1,0,"EFHK",0.227272727272727,25.5,"Low",35.6,35.6,100,29.42,1.85,8.65,195,"Mostly Cloudy","South"
"27",2013-01-02,10,"Building 1","elect",53,1,4,1,0,0,"EFHK",0.481818181818182,25.5,"High",34.7,33.8,96.5,29.5,6.2,6.35,205,"Light Rain","SSW"
"28",2013-01-02,11,"Building 1","elect",66,1,4,1,0,0,"EFHK",0.6,25.5,"High",35.6,32.9,90,29.53,6.2,9.8,235,"Mostly Cloudy","SW"
"29",2013-01-02,12,"Building 1","elect",43,1,4,1,0,0,"EFHK",0.390909090909091,25.5,"High",35.6,32.9,90,29.53,6.2,6.9,225,"Light Rain","SW"
"30",2013-01-02,13,"Building 1","elect",34,1,4,1,0,0,"EFHK",0.309090909090909,25.5,"High",35.6,32,87,29.53,6.2,8.65,220,"Mostly Cloudy","SW"
"31",2013-01-02,14,"Building 1","elect",30,1,4,1,0,0,"EFHK",0.272727272727273,25.5,"High",34.8,32.3333333333333,90.6666666666667,29.5633333333333,8.13333333333333,9.5,220,"Light Rain Showers","SW"
"32",2013-01-02,15,"Building 1","elect",32,1,4,1,0,0,"EFHK",0.290909090909091,25.5,"High",33.8,32,93,29.56,6.2,8.65,215,"Mostly Cloudy","SSW"
"33",2013-01-02,16,"Building 1","elect",33,1,4,1,0,0,"EFHK",0.3,25.5,"High",33.8,32,93,29.575,6.2,8.1,215,"Mostly Cloudy","SSW"
"34",2013-01-02,17,"Building 1","elect",33,1,4,1,0,0,"EFHK",0.3,25.5,"High",33.8,32,93,29.59,6.2,8.65,210,"Mostly Cloudy","SSW"
"35",2013-01-02,18,"Building 1","elect",32,1,4,1,0,0,"EFHK",0.290909090909091,25.5,"High",33.8,32,93,29.59,6.2,8.05,215,"Mostly Cloudy","SSW"
"36",2013-01-02,19,"Building 1","elect",27,1,4,1,0,0,"EFHK",0.245454545454545,25.5,"High",33.8,32,93,29.59,6.2,8.1,205,"Mostly Cloudy","SSW"
"37",2013-01-02,2,"Building 1","elect",25,1,4,1,1,0,"EFHK",0.227272727272727,25.5,"Low",36.9333333333333,35.4,94,29.4433333333333,3.33333333333333,8.33333333333333,193.333333333333,"Mostly Cloudy","South"
"38",2013-01-02,20,"Building 1","elect",27,1,4,1,0,0,"EFHK",0.245454545454545,25.5,"High",33.8666666666667,32,92,29.59,6.2,7.6,210,"Mostly Cloudy","SSW"
"39",2013-01-02,21,"Building 1","elect",27,1,4,1,0,0,"EFHK",0.245454545454545,25.5,"High",33.8,32,93,29.56,5.25,9.2,205,"Light Snow Showers","SSW"
"40",2013-01-02,22,"Building 1","elect",29,1,4,1,1,0,"EFHK",0.263636363636364,25.5,"High",33.8,32,93,29.56,3.75,7.5,205,"Light Snow Showers","SSW"
"41",2013-01-02,23,"Building 1","elect",28,1,4,1,1,0,"EFHK",0.254545454545455,25.5,"High",32.9,32,96.5,29.56,5,6.35,225,"Light Snow","SW"
"42",2013-01-02,3,"Building 1","elect",24,1,4,1,1,0,"EFHK",0.218181818181818,25.5,"Low",35.6,35.6,100,29.44,1.25,6.9,175,"Mostly Cloudy","South"
"43",2013-01-02,4,"Building 1","elect",25,1,4,1,1,0,"EFHK",0.227272727272727,25.5,"Low",35.6,35.6,100,29.44,0.35,7.5,180,"Fog","South"
"44",2013-01-02,5,"Building 1","elect",25,1,4,1,0,0,"EFHK",0.227272727272727,25.5,"Low",35.6,35.6,100,29.44,0.3,7.5,190,"Fog","South"
"45",2013-01-02,6,"Building 1","elect",26,1,4,1,0,0,"EFHK",0.236363636363636,25.5,"High",35.6,35.6,100,29.44,0.2,7.5,180,"Fog","South"
"46",2013-01-02,7,"Building 1","elect",27,1,4,1,0,0,"EFHK",0.245454545454545,25.5,"High",35.6,35.6,100,29.47,0.4,8.1,185,"Fog","South"
"47",2013-01-02,8,"Building 1","elect",28,1,4,1,0,0,"EFHK",0.254545454545455,25.5,"High",35.4,34.8,97.3333333333333,29.49,2.06666666666667,9.13333333333333,210,"Light Rain","SSW"
"48",2013-01-02,9,"Building 1","elect",30,1,4,1,0,0,"EFHK",0.272727272727273,25.5,"High",34.7,33.8,96.5,29.5,5.9,5.8,215,"Light Rain","SSW"
"49",2013-01-03,0,"Building 1","elect",25,1,5,1,1,0,"EFHK",0.227272727272727,25.75,"Low",33.8,32,93,29.56,6.2,6.9,250,"Mostly Cloudy","WSW"
"50",2013-01-03,1,"Building 1","elect",27,1,5,1,1,0,"EFHK",0.245454545454545,25.75,"High",33.8,32,93,29.56,6.2,6.35,245,"Mostly Cloudy","WSW"
"51",2013-01-03,10,"Building 1","elect",33,1,5,1,0,0,"EFHK",0.3,25.75,"High",32,28.4,86.5,29.59,6.2,6.9,275,"Light Snow","West"
"52",2013-01-03,11,"Building 1","elect",31,1,5,1,0,0,"EFHK",0.281818181818182,25.75,"High",32,30.2,93,29.59,6.2,5.8,235,"Light Snow","SW"
"53",2013-01-03,12,"Building 1","elect",31,1,5,1,0,0,"EFHK",0.281818181818182,25.75,"High",32,29.3,90,29.59,5.9,6.95,235,"Light Snow Showers","SW"
"54",2013-01-03,13,"Building 1","elect",31,1,5,1,0,0,"EFHK",0.281818181818182,25.75,"High",32,29.3,90,29.59,5.9,5.2,225,"Light Snow Showers","SW"
"55",2013-01-03,14,"Building 1","elect",33,1,5,1,0,0,"EFHK",0.3,25.75,"High",32,28.9333333333333,87.6666666666667,29.5966666666667,7.13333333333333,6.1,236.666666666667,"Light Snow Showers","WSW"
"56",2013-01-03,15,"Building 1","elect",29,1,5,1,0,0,"EFHK",0.263636363636364,25.75,"High",32,29.3,90,29.59,3.9,4.05,220,"Light Snow Showers","SSW"
"57",2013-01-03,16,"Building 1","elect",29,1,5,1,0,0,"EFHK",0.263636363636364,25.75,"High",32,30.2,93,29.56,5,4.05,200,"Light Snow","SSW"
"58",2013-01-03,17,"Building 1","elect",28,1,5,1,0,0,"EFHK",0.254545454545455,25.75,"High",31.1,30.2,96.5,29.56,2.5,4.05,210,"Light Snow","SSW"
"59",2013-01-03,18,"Building 1","elect",28,1,5,1,0,0,"EFHK",0.254545454545455,25.75,"High",30.2,29.3,96.5,29.56,4.65,4.6,210,"Light Snow","SSW"
"60",2013-01-03,19,"Building 1","elect",27,1,5,1,0,0,"EFHK",0.245454545454545,25.75,"High",30.2,28.4,93,29.56,4.65,4.05,170,"Light Snow Showers","South"
"61",2013-01-03,2,"Building 1","elect",25,1,5,1,1,0,"EFHK",0.227272727272727,25.75,"Low",33.5333333333333,32,92.6666666666667,29.5733333333333,10.4666666666667,7.56666666666667,253.333333333333,"Mostly Cloudy","WSW"
"62",2013-01-03,20,"Building 1","elect",27,1,5,1,0,0,"EFHK",0.245454545454545,25.75,"High",30.4666666666667,30.1333333333333,97.6666666666667,29.57,6.33333333333333,4.56666666666667,150,"Light Snow","SE"
"63",2013-01-03,21,"Building 1","elect",27,1,5,1,0,0,"EFHK",0.245454545454545,25.75,"High",32,30.2,93,29.56,3.4,4.05,125,"Light Snow","ESE"
"64",2013-01-03,22,"Building 1","elect",27,1,5,1,1,0,"EFHK",0.245454545454545,25.75,"High",32,30.2,93,29.56,2.65,4.05,115,"Light Snow","ESE"
"65",2013-01-03,23,"Building 1","elect",26,1,5,1,1,0,"EFHK",0.236363636363636,25.75,"High",32,32,100,29.56,1.75,5.2,130,"Mostly Cloudy","SE"
"66",2013-01-03,3,"Building 1","elect",26,1,5,1,1,0,"EFHK",0.236363636363636,25.75,"High",32,32,100,29.56,5.25,5.75,245,"Light Snow","WSW"
"67",2013-01-03,4,"Building 1","elect",26,1,5,1,1,0,"EFHK",0.236363636363636,25.75,"High",32,32,100,29.56,6.2,6.95,245,"Light Snow","WSW"
"68",2013-01-03,5,"Building 1","elect",28,1,5,1,0,0,"EFHK",0.254545454545455,25.75,"High",32,30.2,93,29.56,5.9,9.25,265,"Light Snow","West"
"69",2013-01-03,6,"Building 1","elect",26,1,5,1,0,0,"EFHK",0.236363636363636,25.75,"High",32,30.2,93,29.56,6.2,7.5,265,"Mostly Cloudy","West"
"70",2013-01-03,7,"Building 1","elect",27,1,5,1,0,0,"EFHK",0.245454545454545,25.75,"High",32,30.2,93,29.575,6.2,7.5,260,"Light Snow Showers","West"
"71",2013-01-03,8,"Building 1","elect",29,1,5,1,0,0,"EFHK",0.263636363636364,25.75,"High",32,30.4666666666667,93.3333333333333,29.5933333333333,8.13333333333333,7.6,256.666666666667,"Light Snow Showers","WSW"
"72",2013-01-03,9,"Building 1","elect",30,1,5,1,0,0,"EFHK",0.272727272727273,25.75,"High",32.9,28.4,84,29.59,6.2,9.2,270,"Mostly Cloudy","West"
"73",2013-01-04,0,"Building 1","elect",27,1,6,0,1,0,"EFHK",0.245454545454545,25.75,"High",32,32,100,29.56,1.6,2.9,105,"Mist","East"
"74",2013-01-04,1,"Building 1","elect",25,1,6,0,1,0,"EFHK",0.227272727272727,25.75,"Low",32,32,100,29.56,1.6,4.05,115,"Mostly Cloudy","East"
"75",2013-01-04,10,"Building 1","elect",30,1,6,0,0,0,"EFHK",0.272727272727273,25.75,"High",32,32,100,29.605,1.1,4.6,230,"Fog","SW"
"76",2013-01-04,11,"Building 1","elect",31,1,6,0,0,0,"EFHK",0.281818181818182,25.75,"High",32.9,32,96.5,29.605,3.25,4.05,235,"Mostly Cloudy","SW"
"77",2013-01-04,12,"Building 1","elect",26,1,6,0,0,0,"EFHK",0.236363636363636,25.75,"High",33.8,32,93,29.62,5,3.5,235,"Mostly Cloudy","SW"
"78",2013-01-04,13,"Building 1","elect",28,1,6,0,0,0,"EFHK",0.254545454545455,25.75,"High",33.8,32,93,29.62,5.3,1.75,115,"Mostly Cloudy","SW"
"79",2013-01-04,14,"Building 1","elect",30,1,6,0,0,0,"EFHK",0.272727272727273,25.75,"High",33.5333333333333,32.3333333333333,94.6666666666667,29.6266666666667,4.06666666666667,2.66666666666667,240,"Light Drizzle","WSW"
"80",2013-01-04,15,"Building 1","elect",28,1,6,0,0,0,"EFHK",0.254545454545455,25.75,"High",33.8,32,93,29.62,1.95,2.9,235,"Light Drizzle","SW"
"81",2013-01-04,16,"Building 1","elect",26,1,6,0,0,0,"EFHK",0.236363636363636,25.75,"High",32.9,32,96.5,29.62,2.8,1.2,230,"Mostly Cloudy","SW"
"82",2013-01-04,17,"Building 1","elect",23,1,6,0,0,0,"EFHK",0.209090909090909,25.75,"Low",33.8,32,93,29.635,2.35,2.9,305,"Light Snow","NW"
"83",2013-01-04,18,"Building 1","elect",25,1,6,0,0,0,"EFHK",0.227272727272727,25.75,"Low",32,32,100,29.65,1.9,2.3,320,"Light Snow","NW"
"84",2013-01-04,19,"Building 1","elect",26,1,6,0,0,0,"EFHK",0.236363636363636,25.75,"High",32.9,32,96.5,29.68,3.4,4.05,155,"Light Snow","NW"
"85",2013-01-04,2,"Building 1","elect",26,1,6,0,1,0,"EFHK",0.236363636363636,25.75,"High",32,32,99.3333333333333,29.5733333333333,1.83333333333333,3.43333333333333,126.666666666667,"Mostly Cloudy","SE"
"86",2013-01-04,20,"Building 1","elect",25,1,6,0,0,0,"EFHK",0.227272727272727,25.75,"Low",33.5333333333333,32.3333333333333,94.3333333333333,29.6966666666667,3.4,6.83333333333333,323.333333333333,"Light Snow","NW"
"87",2013-01-04,21,"Building 1","elect",26,1,6,0,0,0,"EFHK",0.236363636363636,25.75,"High",33.8,32,93,29.725,6.2,8.65,330,"Light Snow","NNW"
"88",2013-01-04,22,"Building 1","elect",25,1,6,0,1,0,"EFHK",0.227272727272727,25.75,"Low",33.8,31.1,90,29.755,4.65,10.95,345,"Light Snow","NNW"
"89",2013-01-04,23,"Building 1","elect",25,1,6,0,1,0,"EFHK",0.227272727272727,25.75,"Low",32.9,30.2,90,29.785,4.95,12.65,350,"Light Snow","North"
"90",2013-01-04,3,"Building 1","elect",25,1,6,0,1,0,"EFHK",0.227272727272727,25.75,"Low",33.8,32,93,29.59,2.35,4.6,170,"Light Snow","South"
"91",2013-01-04,4,"Building 1","elect",25,1,6,0,1,0,"EFHK",0.227272727272727,25.75,"Low",32.9,32,96.5,29.59,2.35,4.6,155,"Light Snow","SSE"
"92",2013-01-04,5,"Building 1","elect",26,1,6,0,0,0,"EFHK",0.236363636363636,25.75,"High",32.9,32,96.5,29.59,2.35,4.6,175,"Light Snow","South"
"93",2013-01-04,6,"Building 1","elect",26,1,6,0,0,0,"EFHK",0.236363636363636,25.75,"High",32,32,100,29.59,2.2,4.05,165,"Light Snow","South"
"94",2013-01-04,7,"Building 1","elect",24,1,6,0,0,0,"EFHK",0.218181818181818,25.75,"Low",32.9,32,96.5,29.59,2.2,5.8,175,"Light Rain","South"
"95",2013-01-04,8,"Building 1","elect",28,1,6,0,0,0,"EFHK",0.254545454545455,25.75,"High",33.5333333333333,32,93.6666666666667,29.6,1.96666666666667,5.36666666666667,193.333333333333,"Mostly Cloudy","South"
"96",2013-01-04,9,"Building 1","elect",29,1,6,0,0,0,"EFHK",0.263636363636364,25.75,"High",32.9,32,96.5,29.605,1.1,4.6,225,"Fog","SW"
"97",2013-01-05,0,"Building 1","elect",26,1,7,0,1,0,"EFHK",0.236363636363636,25.75,"High",32,28.4,87,29.815,6.2,16.1,350,"Light Snow","North"
"98",2013-01-05,1,"Building 1","elect",26,1,7,0,1,0,"EFHK",0.236363636363636,25.75,"High",31.1,26.6,83,29.875,6.2,17.85,355,"Mostly Cloudy","North"
"99",2013-01-05,10,"Building 1","elect",27,1,7,0,0,0,"EFHK",0.245454545454545,25.75,"High",24.8,21.2,86,30.09,6.2,10.95,320,"Mostly Cloudy","NW"
"100",2013-01-05,11,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",24.8,23,93,30.09,6.2,11.5,315,"Mostly Cloudy","NW"
"101",2013-01-05,12,"Building 1","elect",24,1,7,0,0,0,"EFHK",0.218181818181818,25.75,"Low",26.6,23,86,30.105,6.2,11.5,320,"Mostly Cloudy","NW"
"102",2013-01-05,13,"Building 1","elect",24,1,7,0,0,0,"EFHK",0.218181818181818,25.75,"Low",26.6,23,86,30.12,6.2,13.25,320,"Mostly Cloudy","NW"
"103",2013-01-05,14,"Building 1","elect",25,1,7,0,0,0,"EFHK",0.227272727272727,25.75,"Low",26.4,23,85.6666666666667,30.1266666666667,6.2,13.3,330,"Mostly Cloudy","NNW"
"104",2013-01-05,15,"Building 1","elect",27,1,7,0,0,0,"EFHK",0.245454545454545,25.75,"High",26.6,23,86,30.12,6.2,10.95,325,"Mostly Cloudy","NNW"
"105",2013-01-05,16,"Building 1","elect",27,1,7,0,0,0,"EFHK",0.245454545454545,25.75,"High",25.7,22.1,86,30.12,6.2,11.5,320,"Mostly Cloudy","NW"
"106",2013-01-05,17,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",23.9,21.2,89.5,30.12,6.2,11.5,325,"Mostly Cloudy","NNW"
"107",2013-01-05,18,"Building 1","elect",25,1,7,0,0,0,"EFHK",0.227272727272727,25.75,"Low",23,21.2,93,30.12,6.2,10.95,330,"Mostly Cloudy","NNW"
"108",2013-01-05,19,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",23,21.2,93,30.12,6.2,13.25,330,"Overcast","NNW"
"109",2013-01-05,2,"Building 1","elect",25,1,7,0,1,0,"EFHK",0.227272727272727,25.75,"Low",30.4666666666667,26.1333333333333,81.3333333333333,29.9033333333333,6.2,18.2333333333333,240,"Mostly Cloudy","North"
"110",2013-01-05,20,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",23.3333333333333,21.1333333333333,90,30.13,6.2,9.83333333333333,336.666666666667,"Overcast","NNW"
"111",2013-01-05,21,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",23,21.2,93,30.12,6.2,8.65,320,"Mostly Cloudy","NNW"
"112",2013-01-05,22,"Building 1","elect",25,1,7,0,1,0,"EFHK",0.227272727272727,25.75,"Low",23,21.2,93,30.12,6.2,8.65,320,"Overcast","NW"
"113",2013-01-05,23,"Building 1","elect",26,1,7,0,1,0,"EFHK",0.236363636363636,25.75,"High",23,21.2,93,30.12,6.2,9.8,325,"Overcast","NNW"
"114",2013-01-05,3,"Building 1","elect",26,1,7,0,1,0,"EFHK",0.236363636363636,25.75,"High",28.4,23.9,83,29.95,6.2,16.7,355,"Mostly Cloudy","North"
"115",2013-01-05,4,"Building 1","elect",25,1,7,0,1,0,"EFHK",0.227272727272727,25.75,"Low",28.4,24.8,86,29.98,6.2,19,350,"Mostly Cloudy","North"
"116",2013-01-05,5,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",28.4,23.9,83,30.01,6.2,13.85,350,"Mostly Cloudy","North"
"117",2013-01-05,6,"Building 1","elect",25,1,7,0,0,0,"EFHK",0.227272727272727,25.75,"Low",27.5,23,83,30.025,6.2,11.55,345,"Partly Cloudy","NNW"
"118",2013-01-05,7,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",26.6,23,86,30.05,6.2,10.4,330,"Clear","NNW"
"119",2013-01-05,8,"Building 1","elect",27,1,7,0,0,0,"EFHK",0.245454545454545,25.75,"High",25.2,22.4,87,30.0666666666667,6.2,11.0333333333333,336.666666666667,"Clear","NNW"
"120",2013-01-05,9,"Building 1","elect",26,1,7,0,0,0,"EFHK",0.236363636363636,25.75,"High",24.8,21.2,86,30.09,6.2,10.4,330,"Clear","NNW"
"121",2013-01-06,0,"Building 1","elect",26,1,1,1,1,1,"EFHK",0.236363636363636,24.75,"High",23,21.2,93,30.12,6.2,9.8,325,"Overcast","NNW"
"122",2013-01-06,1,"Building 1","elect",25,1,1,1,1,1,"EFHK",0.227272727272727,24.75,"High",23,20.3,89.5,30.12,6.2,10.35,320,"Overcast","NW"
"123",2013-01-06,10,"Building 1","elect",22,1,1,1,0,1,"EFHK",0.2,24.75,"Low",23,20.3,89.5,30.15,6.2,6.35,185,"Overcast","North"
"124",2013-01-06,11,"Building 1","elect",25,1,1,1,0,1,"EFHK",0.227272727272727,24.75,"High",23,20.3,89.5,30.18,6.2,8.05,185,"Overcast","North"
"125",2013-01-06,12,"Building 1","elect",26,1,1,1,0,1,"EFHK",0.236363636363636,24.75,"High",23,20.3,89.5,30.18,6.2,6.95,25,"Mostly Cloudy","NNE"
"126",2013-01-06,13,"Building 1","elect",22,1,1,1,0,1,"EFHK",0.2,24.75,"Low",23,19.4,86,30.18,6.2,8.1,355,"Mostly Cloudy","North"
"127",2013-01-06,14,"Building 1","elect",24,1,1,1,0,1,"EFHK",0.218181818181818,24.75,"Low",23,19.6,84.6666666666667,30.2033333333333,10.4666666666667,8.33333333333333,246.666666666667,"Mostly Cloudy","North"
"128",2013-01-06,15,"Building 1","elect",27,1,1,1,0,1,"EFHK",0.245454545454545,24.75,"High",23,19.4,86,30.21,6.2,7.5,355,"Mostly Cloudy","North"
"129",2013-01-06,16,"Building 1","elect",25,1,1,1,0,1,"EFHK",0.227272727272727,24.75,"High",22.1,18.5,86,30.21,6.2,8.05,350,"Mostly Cloudy","NNW"
"130",2013-01-06,17,"Building 1","elect",24,1,1,1,0,1,"EFHK",0.218181818181818,24.75,"Low",21.2,17.6,86,30.225,6.2,8.65,355,"Mostly Cloudy","North"
"131",2013-01-06,18,"Building 1","elect",24,1,1,1,0,1,"EFHK",0.218181818181818,24.75,"Low",21.2,17.6,86,30.24,6.2,7.5,350,"Mostly Cloudy","North"
"132",2013-01-06,19,"Building 1","elect",26,1,1,1,0,1,"EFHK",0.236363636363636,24.75,"High",20.3,17.6,89.5,30.27,6.2,8.05,350,"Mostly Cloudy","North"
"133",2013-01-06,2,"Building 1","elect",22,1,1,1,1,1,"EFHK",0.2,24.75,"Low",23,20.3,89.5,30.12,6.2,11.55,320,"Overcast","NW"
"134",2013-01-06,20,"Building 1","elect",24,1,1,1,0,1,"EFHK",0.218181818181818,24.75,"Low",19.6,17.7333333333333,91,30.28,8.13333333333333,8.73333333333333,243.333333333333,"Mostly Cloudy","North"
"135",2013-01-06,21,"Building 1","elect",24,1,1,1,0,1,"EFHK",0.218181818181818,24.75,"Low",19.4,17.6,93,30.285,6.2,7.5,35,"Mostly Cloudy","NE"
"136",2013-01-06,22,"Building 1","elect",26,1,1,1,1,1,"EFHK",0.236363636363636,24.75,"High",19.4,17.6,93,30.3,6.2,5.2,205,"Overcast","NE"
"137",2013-01-06,23,"Building 1","elect",26,1,1,1,1,1,"EFHK",0.236363636363636,24.75,"High",18.5,17.6,96.5,30.3,6.2,4.6,40,"Overcast","NE"
"138",2013-01-06,3,"Building 1","elect",26,1,1,1,1,1,"EFHK",0.236363636363636,24.75,"High",23,21.2,93,30.09,6.2,9.25,330,"Mostly Cloudy","NNW"
"139",2013-01-06,4,"Building 1","elect",26,1,1,1,1,1,"EFHK",0.236363636363636,24.75,"High",23,21.2,93,30.09,6.2,10.4,330,"Overcast","NNW"
"140",2013-01-06,5,"Building 1","elect",23,1,1,1,0,1,"EFHK",0.209090909090909,24.75,"Low",23.9,21.2,89.5,30.09,6.2,8.1,340,"Overcast","NNW"
"141",2013-01-06,6,"Building 1","elect",22,1,1,1,0,1,"EFHK",0.2,24.75,"Low",24.8,21.2,86,30.09,6.2,7.5,345,"Mostly Cloudy","NNW"
"142",2013-01-06,7,"Building 1","elect",26,1,1,1,0,1,"EFHK",0.236363636363636,24.75,"High",23,21.2,93,30.12,6.2,6.95,350,"Mostly Cloudy","NNW"
"143",2013-01-06,8,"Building 1","elect",26,1,1,1,0,1,"EFHK",0.236363636363636,24.75,"High",23,20.5333333333333,88.6666666666667,30.13,6.2,9.13333333333333,126.666666666667,"Overcast","North"
"144",2013-01-06,9,"Building 1","elect",25,1,1,1,0,1,"EFHK",0.227272727272727,24.75,"High",21.2,19.4,93,30.15,6.2,9.2,180,"Overcast","North"
"145",2013-01-07,0,"Building 1","elect",22,1,2,1,1,0,"EFHK",0.2,24.5,"Low",17.6,17.6,100,30.33,3.4,2.9,180,"Freezing Rain","North"
"146",2013-01-07,1,"Building 1","elect",25,1,2,1,1,0,"EFHK",0.227272727272727,24.5,"High",17.6,17.6,100,30.33,6.2,2.9,165,"Light Snow","NNW"
"147",2013-01-07,10,"Building 1","elect",33,1,2,1,0,0,"EFHK",0.3,24.5,"High",17.6,15.8,93,30.36,4.65,4.65,260,"Light Snow Grains","West"
"148",2013-01-07,11,"Building 1","elect",33,1,2,1,0,0,"EFHK",0.3,24.5,"High",17.6,15.8,93,30.36,6.2,2.9,145,"Light Snow Grains","Variable"
